id,price,sale_price
3067,850.0,680.0
3068,845.0,423.0
3069,795.0,
3070,895.0,
3071,895.0,770.0
3072,870.0,631.0
3073,860.0,516.0
3074,950.0,950.0
3075,790.0,
3076,825.0,825.0
3077,850.0,850.0
3078,895.0,895.0
3079,810.0,405.0
3080,895.0,
3081,780.0,780.0
3082,795.0,
3083,950.0,950.0
3084,895.0,895.0
3085,908.0,
3086,820.0,820.0
3087,790.0,790.0
3088,930.0,697.5
3089,795.0,
3090,860.0,516.0
3091,795.0,795.0
3092,860.0,860.0
3093,855.0,
3094,840.0,840.0
3095,850.0,510.0
3096,900.0,630.0
3097,850.0,595.0
3098,860.0,860.0
3099,780.0,
3100,790.0,
3101,795.0,398.0
3102,890.0,623.0
3103,918.0,918.0
3104,880.0,308.0
3105,853.0,768.0
3106,850.0,425.0
3107,839.0,671.0
3108,840.0,
3109,880.0,880.0
3110,799.0,
3111,929.0,697.0
3112,800.0,
3113,839.0,587.0
3114,795.0,795.0
3115,895.0,
3116,846.0,762.0
3117,850.0,
3118,820.0,820.0
3119,880.0,880.0
3120,940.0,564.0
3121,803.0,321.2
3122,830.0,830.0
3123,895.0,895.0
3124,950.0,950.0
3125,799.0,
3126,825.0,825.0
3127,945.0,851.0
3128,795.0,795.0
3129,930.0,418.5
3130,795.0,795.0
3131,775.0,775.0
3132,845.0,845.0
3133,920.0,450.0
3134,795.0,
3135,890.0,
3136,795.0,795.0
3137,840.0,840.0
3138,795.0,477.0
3139,790.0,
3140,850.0,850.0
3141,930.0,651.0
3142,850.0,425.0
3143,796.0,717.0
3144,912.0,730.0
3145,850.0,850.0
3146,845.0,
3147,790.0,
3148,850.0,850.0
3149,780.0,390.0
3150,780.0,780.0
3151,825.0,825.0
3152,850.0,
3153,780.0,
3154,790.0,790.0
3155,799.0,599.25
3156,895.0,448.0
3157,912.0,
3158,873.0,611.0
3159,950.0,
3160,815.0,611.25
3161,895.0,448.0
3162,855.0,855.0
3163,795.0,
3164,897.0,897.0
3165,836.0,836.0
3166,780.0,
3167,830.0,415.0
3168,900.0,
3169,945.0,851.0
3170,790.0,
3171,825.0,578.0
3172,795.0,795.0
3173,814.0,407.0
3174,850.0,850.0
3175,820.0,820.0
3176,855.0,513.0
3177,830.0,415.0
3178,890.0,890.0
3179,835.0,501.0
3180,798.0,798.0
3181,895.0,895.0
3182,945.0,378.0
3183,795.0,
3184,1072.0,1072.0
3185,1205.0,
3186,1150.0,1150.0
3187,1230.0,1230.0
3188,1203.0,662.0
3189,951.0,870.0
3190,1088.0,979.0
3191,1235.0,494.0
3192,995.0,
3193,1020.0,
3194,995.0,
3195,990.0,990.0
3196,1217.0,487.0
3197,1043.0,1043.0
3198,1140.0,569.97
3199,1195.0,717.0
3200,990.0,990.0
3201,1050.0,1050.0
3202,1100.0,
3203,1060.0,1060.0
3204,965.0,
3205,995.0,
3206,1100.0,1100.0
3207,1055.0,1055.0
3208,1090.0,1090.0
3209,1205.0,1205.0
3210,1052.0,1052.0
3211,994.0,
3212,1029.0,1029.0
3213,1112.5,1104.0
3214,1125.0,1125.0
3215,1175.0,705.0
3216,1045.0,
3217,1170.0,1170.0
3218,975.0,975.0
3219,1100.0,1100.0
3220,1090.0,654.0
3221,995.0,498.0
3222,1095.0,1095.0
3223,995.0,597.0
3224,1016.0,
3225,995.0,
3226,967.0,967.0
3227,1235.0,865.0
3228,1195.0,1076.0
3229,1052.0,526.0
3230,1200.0,1200.0
3231,1040.0,1040.0
3232,1175.0,705.0
3233,980.0,980.0
3234,1095.0,548.0
3235,980.0,980.0
3236,995.0,995.0
3237,1170.0,1170.0
3238,1170.0,585.0
3239,1140.0,570.0
3240,1046.0,942.0
3241,970.0,970.0
3242,995.0,995.0
3243,1170.0,468.0
3244,1080.0,864.0
3245,1150.0,1150.0
3246,990.0,594.0
3247,975.0,683.0
3248,1100.0,
3249,1120.0,672.0
3250,1013.0,710.0
3251,972.0,972.0
3252,954.0,477.0
3253,1049.0,787.0
3254,960.0,
3255,1100.0,
3256,1199.0,
3257,970.0,970.0
3258,1131.0,791.7
3259,1175.0,1175.0
3260,1090.0,1090.0
3261,995.0,995.0
3262,1045.0,1045.0
3263,1025.0,513.0
3264,1050.0,1050.0
3265,1150.0,
3266,968.0,968.0
3267,1090.0,1090.0
3268,1100.0,1100.0
3269,1000.0,700.0
3270,1188.0,
3271,1190.0,1012.0
3272,995.0,821.0
3273,1190.0,
3274,1190.0,1190.0
3275,1170.0,
3276,1030.0,721.0
3277,1219.0,1219.0
3278,1190.0,
3279,1139.0,1139.0
3280,990.0,495.0
3281,995.0,995.0
3282,995.0,995.0
3283,1090.0,
3284,1180.0,1180.0
3285,1078.0,1078.0
3286,1090.0,545.0
3287,1150.0,1150.0
3288,1190.0,1190.0
3289,1080.0,
3290,1120.0,
3291,955.0,955.0
3292,1190.0,1190.0
3293,1220.0,1220.0
3294,1120.0,
3295,995.0,995.0
3296,1190.0,595.0
3297,1117.0,1117.0
3298,1157.0,1157.0
3299,995.0,564.0
3300,1090.0,1090.0
3301,960.0,960.0
3302,1075.0,1075.0
3303,1233.0,493.0
3304,975.0,
3305,990.0,990.0
3306,995.0,995.0
3307,965.0,483.0
3308,980.0,980.0
3309,1000.0,1000.0
3310,1025.0,1025.0
3311,1095.0,
3312,960.0,768.0
3313,1195.0,717.0
3314,979.0,930.0
3315,990.0,990.0
3316,997.0,997.0
3317,969.0,485.0
3318,1125.0,1125.0
3319,1025.0,1025.0
3320,995.0,995.0
3321,1200.0,1200.0
3322,995.0,
3323,1095.0,
3324,1100.0,
3325,1027.0,924.0
3326,1060.0,
3327,975.0,975.0
3328,995.0,398.0
3329,1055.0,1055.0
3330,1075.0,1075.0
3331,995.0,995.0
3332,1165.0,1165.0
3333,1100.0,1100.0
3334,954.0,668.0
3335,1020.0,510.0
3336,1195.0,
3337,1150.0,1150.0
3338,1060.0,1060.0
3339,1000.0,
3340,995.0,
3341,995.0,995.0
3342,995.0,995.0
3343,975.0,975.0
3344,964.0,964.0
3345,995.0,597.0
3346,959.0,480.0
3347,1196.0,1196.0
3348,1200.0,1200.0
3349,1095.0,274.0
3350,1050.0,1050.0
3351,1045.0,836.0
3352,980.0,588.0
3353,1200.0,1200.0
3354,970.0,970.0
3355,1160.0,1160.0
3356,1190.0,714.0
3357,1042.71,
3358,1200.0,540.0
3359,995.0,
3360,1244.0,1244.0
3361,1075.0,1075.0
3362,1071.0,964.0
3363,1120.0,1064.0
3364,1050.0,1050.0
3365,1190.0,714.0
3366,995.0,995.0
3367,1170.0,585.0
3368,990.0,990.0
3369,1235.0,988.0
3370,1100.0,550.0
3371,1045.0,626.98
3372,990.0,990.0
3373,985.0,
3374,1212.0,909.0
3375,995.0,995.0
3376,990.0,990.0
3377,1102.0,1102.0
3378,990.0,792.0
3379,995.0,
3380,995.0,995.0
3381,1165.0,1165.0
3382,989.0,989.0
3383,1350.0,810.0
3384,1695.0,1695.0
3385,1335.0,1001.25
3386,1590.0,1590.0
3387,1695.0,
3388,1490.0,
3389,1350.0,
3390,1260.0,1260.0
3391,1365.0,683.0
3392,1500.0,750.0
3393,1440.0,1440.0
3394,1615.0,969.0
3395,1290.0,
3396,1643.0,1643.0
3397,1325.0,1325.0
3398,1550.0,1550.0
3399,1650.0,1650.0
3400,1690.0,1690.0
3401,1500.0,1500.0
3402,1600.0,1600.0
3403,1350.0,405.0
3404,1390.0,1390.0
3405,1425.0,1425.0
3406,1325.0,
3407,1490.0,1490.0
3408,1385.0,
3409,1301.0,1301.0
3410,1301.0,1171.0
3411,1305.0,1305.0
3412,1290.0,903.0
3413,1750.0,1750.0
3414,1595.0,1595.0
3415,1495.0,1495.0
3416,1295.0,777.0
3417,1473.0,1399.0
3418,1595.0,1595.0
3419,1750.0,1400.0
3420,1695.0,1695.0
3421,1326.0,1061.0
3422,1490.0,446.0
3423,1269.0,1001.0
3424,1500.0,1500.0
3425,1245.0,1245.0
3426,1595.0,638.0
3427,1275.0,1275.0
3428,1690.0,1690.0
3429,1350.0,675.0
3430,1729.0,1296.75
3431,1290.0,
3432,1560.0,1248.0
3433,1315.0,986.25
3434,1585.0,
3435,1365.0,1024.0
3436,1375.0,
3437,1695.0,
3438,1770.0,1770.0
3439,1254.0,1254.0
3440,1395.0,558.0
3441,1260.0,
3442,1300.0,1300.0
3443,1495.0,1196.0
3444,1450.0,1450.0
3445,1685.0,1011.0
3446,1586.0,793.0
3447,1750.0,1575.0
3448,1490.0,447.0
3449,1350.0,1350.0
3450,1495.0,448.0
3451,1485.0,1485.0
3452,1650.0,1650.0
3453,1395.0,
3454,1750.0,1488.0
3455,1690.0,1690.0
3456,1600.0,
3457,1750.0,1750.0
3458,1510.0,1435.0
3459,1600.0,1600.0
3460,1295.0,
3461,1595.0,1117.0
3462,1677.0,1341.0
3463,1415.0,849.0
3464,1580.0,1580.0
3465,1387.0,1387.0
3466,1600.0,800.0
3467,1250.0,1250.0
3468,1250.0,1000.0
3469,1295.0,1295.0
3470,1750.0,1750.0
3471,1299.0,
3472,1309.0,1178.0
3473,1485.0,1485.0
3474,1670.0,
3475,1265.0,759.0
3476,1440.0,864.0
3477,1728.0,1037.0
3478,1395.0,698.0
3479,1569.0,1569.0
3480,1395.0,934.65
3481,1295.0,1036.0
3482,1295.0,
3483,1513.0,1059.0
3484,1595.0,1595.0
3485,1270.0,1270.0
3486,1550.0,1550.0
3487,1495.0,
3488,1750.0,
3489,1291.0,1033.0
3490,1420.0,1420.0
3491,1695.0,1695.0
3492,1470.0,1029.0
3493,1350.0,1350.0
3494,1495.0,1495.0
3495,1745.0,1047.0
3496,1595.0,1595.0
3497,1300.0,585.0
3498,1430.0,995.98
3499,1468.0,1174.4
3500,1350.0,945.0
3501,1495.0,1495.0
3502,1695.0,848.0
3503,1440.0,
3504,1700.0,
3505,1595.0,1595.0
3506,1466.0,1466.0
3507,1750.0,1750.0
3508,1545.0,1545.0
3509,1330.0,1330.0
3510,1400.0,700.0
3511,1745.0,1745.0
3512,1620.0,1620.0
3513,1550.0,697.5
3514,1501.0,1501.0
3515,1495.0,897.0
3516,1490.0,1490.0
3517,1500.0,1500.0
3518,1590.0,1590.0
3519,1650.0,1650.0
3520,1310.0,1310.0
3521,1750.0,875.0
3522,1275.0,
3523,1295.0,634.0
3524,1512.0,1512.0
3525,1295.0,1283.0
3526,1650.0,1650.0
3527,1491.0,1342.0
3528,1499.0,1499.0
3529,1550.0,
3530,1695.0,1695.0
3531,1350.0,810.0
3532,1297.0,1232.0
3533,1620.0,1620.0
3534,1566.0,1253.0
3535,1295.0,
3536,1350.0,1350.0
3537,1505.0,1354.0
3538,1550.0,
3539,1495.0,
3540,1500.0,1500.0
3541,1560.0,
3542,1300.0,1300.0
3543,1750.0,
3544,1290.0,
3545,1550.0,
3546,1590.0,1590.0
3547,1285.0,771.0
3548,1290.0,774.0
3549,1695.0,
3550,1321.0,
3551,1273.0,1146.0
3552,1250.0,1250.0
3553,1430.0,1430.0
3554,1250.0,1250.0
3555,1695.0,1695.0
3556,1250.0,750.0
3557,1290.0,1290.0
3558,1417.0,1134.0
3559,1700.0,
3560,1754.0,1544.0
3561,1595.0,
3562,1690.0,
3563,1579.0,1579.0
3564,1625.0,650.0
3565,1290.0,1290.0
3566,1250.0,
3567,1490.0,1043.0
3568,1539.0,1463.0
3569,1275.0,893.0
3570,1400.0,1400.0
3571,1500.0,
3572,1490.0,745.0
3573,1690.0,1690.0
3574,1285.0,
3575,1290.0,
3576,1355.0,542.0
3577,1350.0,1350.0
3578,1280.0,
3579,1760.0,
3580,1295.0,
3581,1650.0,1650.0
3582,2479.0,1240.0
3583,1950.0,1950.0
3584,1875.0,938.0
3585,2890.0,1156.0
3586,1895.0,
3587,2350.0,2350.0
3588,2394.0,1556.0
3589,1800.0,1260.0
3590,1790.0,1307.0
3591,2350.0,2350.0
3592,2011.0,1408.0
3593,2258.0,1355.0
3594,1885.0,848.25
3595,1985.0,993.0
3596,2900.0,2900.0
3597,2330.0,1165.0
3598,2700.0,2700.0
3599,2450.0,1715.0
3600,2758.0,2758.0
3601,2790.0,2790.0
3602,2100.0,
3603,2240.0,
3604,2279.0,683.7
3605,1850.0,
3606,2140.0,
3607,2400.0,1560.0
3608,2270.0,1702.5
3609,2195.0,768.0
3610,1890.0,1701.0
3611,1840.0,1104.0
3612,2520.0,
3613,2602.0,1561.0
3614,1850.0,1850.0
3615,2450.0,2450.0
3616,1990.0,1990.0
3617,1990.0,
3618,2600.0,1170.0
3619,1979.0,
3620,2390.0,1673.0
3621,1945.0,1945.0
3622,2116.0,635.0
3623,2875.0,2875.0
3624,2056.0,1234.0
3625,2490.0,1494.0
3626,1900.0,760.0
3627,1848.0,1570.8
3628,2775.0,
3629,1800.0,1800.0
3630,1840.0,1840.0
3631,1950.0,
3632,2750.0,2750.0
3633,2950.0,1180.0
3634,2450.0,2450.0
3635,1790.0,895.0
3636,2845.0,2418.25
3637,2100.0,2100.0
3638,2390.0,2390.0
3639,2795.0,1369.0
3640,1980.0,
3641,2080.0,2075.0
3642,2495.0,2246.0
3643,2510.0,
3644,1895.0,1327.0
3645,1909.0,
3646,1980.0,1980.0
3647,2890.0,2890.0
3648,1800.0,810.0
3649,1800.0,810.0
3650,2495.0,2495.0
3651,2340.0,
3652,2675.0,2541.0
3653,2420.0,2057.0
3654,1895.0,947.0
3655,2131.0,1491.0
3656,2100.0,2100.0
3657,2790.0,1674.0
3658,2640.0,2640.0
3659,1999.99,
3660,1995.0,498.0
3661,2200.0,990.0
3662,2095.0,
3663,2500.0,2500.0
3664,2347.0,2112.0
3665,1971.0,1971.0
3666,1790.0,1611.0
3667,2890.0,2890.0
3668,2930.0,2930.0
3669,2290.0,1374.0
3670,2190.0,2190.0
3671,1850.0,
3672,2539.0,2539.0
3673,2135.0,1814.75
3674,2800.0,2800.0
3675,1850.0,1850.0
3676,1790.0,1790.0
3677,2795.0,
3678,2400.0,
3679,1790.0,
3680,2590.0,2072.0
3681,2395.0,1173.0
3682,1790.0,1790.0
3683,1980.0,
3684,2845.0,2845.0
3685,2445.0,1467.0
3686,1790.0,1790.0
3687,2950.0,
3688,2595.0,1817.0
3689,2350.0,
3690,2195.0,2195.0
3691,2150.0,2150.0
3692,2090.0,2090.0
3693,1990.0,1990.0
3694,1940.0,1358.0
3695,2437.5,2422.4
3696,1850.0,
3697,2149.0,2149.0
3698,1790.0,894.0
3699,2340.0,1170.0
3700,2050.0,
3701,1970.0,1970.0
3702,2100.0,
3703,2300.0,
3704,2490.0,2490.0
3705,2069.0,1242.0
3706,1795.0,1795.0
3707,2790.0,2232.0
3708,2640.0,1584.0
3709,2259.0,1807.0
3710,2358.0,2358.0
3711,2410.0,2048.5
3712,2890.0,2890.0
3713,2275.0,910.0
3714,2350.0,
3715,1980.0,1980.0
3716,2003.0,2003.0
3717,2640.0,2112.0
3718,2825.0,1413.0
3719,2850.0,2850.0
3720,2200.0,
3721,2850.0,2850.0
3722,2100.0,945.0
3723,1790.0,1790.0
3724,2565.0,2052.0
3725,1940.0,1552.0
3726,2490.0,2490.0
3727,2765.0,2765.0
3728,2500.0,2500.0
3729,2190.0,2190.0
3730,2490.0,
3731,2810.0,2810.0
3732,1800.0,1800.0
3733,1990.0,
3734,2290.0,1603.0
3735,2575.0,2575.0
3736,2490.0,2490.0
3737,1990.0,
3738,2800.0,2800.0
3739,1990.0,1990.0
3740,2790.0,1395.0
3741,1895.0,
3742,2350.0,2350.0
3743,2590.0,1295.0
3744,2400.0,2400.0
3745,2478.0,
3746,2490.0,
3747,2742.0,2057.0
3748,1890.0,
3749,2050.0,
3750,1790.0,1253.0
3751,2923.0,1462.0
3752,1950.0,
3753,1980.0,
3754,2490.0,2490.0
3755,1900.0,1900.0
3756,2275.0,
3757,1872.0,1872.0
3758,2910.0,
3759,2499.0,
3760,2180.0,
3761,2670.0,2670.0
3762,2760.0,2760.0
3763,2200.0,2200.0
3764,2500.0,
3765,2635.0,2635.0
3766,2900.0,
3767,1850.0,1850.0
3768,1800.0,810.0
3769,2678.0,
3770,1890.0,1890.0
3771,1890.0,1890.0
3772,1795.0,898.0
3773,2195.0,2195.0
3774,1850.0,1850.0
3775,2785.0,
3776,1990.0,1592.0
3777,2095.0,2095.0
3778,2150.0,2150.0
3779,1875.0,
3780,1995.0,
3781,3040.0,1824.0
3782,2995.0,1797.0
3783,3395.0,1698.0
3784,4995.0,4995.0
3785,4085.0,3144.0
3786,3495.0,
3787,6880.0,
3788,4495.0,4495.0
3789,2995.0,
3790,5095.0,2038.0
3791,3650.0,3285.0
3792,13145.0,
3793,3700.0,3700.0
3794,16950.0,
3795,2995.0,1592.0
3796,3200.0,3200.0
3797,,60.0
3798,3888.0,
3799,,250.0
3800,,215.0
3801,4245.0,4245.0
3802,3200.0,3200.0
3803,9495.0,3798.0
3804,,1295.0
3805,5390.0,3773.0
3806,4490.0,
3807,3995.0,3995.0
3808,4400.0,
3809,,195.0
3810,,350.0
3811,3999.0,2999.25
3812,,650.0
3813,3290.0,3290.0
3814,,30.0
3815,3800.0,1710.0
3816,4695.0,2816.98
3817,2990.0,2990.0
3818,4471.0,1341.0
3819,3248.0,2924.0
3820,2950.0,
3821,4900.0,2205.0
3822,5510.0,
3823,,415.0
3824,3445.0,3445.0
3825,27500.0,
3826,7279.0,2911.6
3827,3565.0,
3828,,1107.0
3829,6480.0,
3830,2995.0,2995.0
3831,,30.0
3832,,352.0
3833,15000.0,
3834,4005.0,4005.0
3835,,45.0
3836,7275.0,5456.25
3837,13719.0,5487.6
3838,4435.0,2661.0
3839,7249.0,
3840,,275.0
3841,,495.0
3842,,154.0
3843,6295.0,2518.0
3844,,495.0
3845,4600.0,4600.0
3846,6160.0,
3847,6295.0,2518.0
3848,3140.0,
3849,6300.0,
3850,3445.0,3445.0
3851,9000.0,
3852,,450.0
3853,3000.0,1350.0
3854,3540.0,
3855,,82.0
3856,3450.0,3450.0
3857,,127.0
3858,3705.0,3705.0
3859,12950.0,
3860,3337.0,3337.0
3861,,625.0
3862,5390.0,2156.0
3863,2995.0,
3864,3350.0,3350.0
3865,,45.0
3866,,10.0
3867,3700.0,
3868,3890.0,3890.0
3869,,65.0
3870,6295.0,2518.0
3871,,110.0
3872,9495.0,
3873,7250.0,
3874,5400.0,
3875,,650.0
3876,6500.0,
3877,6295.0,2518.0
3878,7900.0,
3879,3445.0,3445.0
3880,4400.0,4400.0
3881,,198.0
3882,8600.0,6880.0
3883,51950.0,
3884,3660.0,3660.0
3885,3300.0,
3886,4750.0,4750.0
3887,3400.0,1700.0
3888,4300.0,4300.0
3889,,330.0
3890,4600.0,
3891,23500.0,
3892,,980.0
3893,,350.0
3894,,1065.0
3895,,162.0
3896,20212.0,
3897,3695.0,1478.0
3898,,265.0
3899,6000.0,2700.0
3900,3431.0,2745.0
3901,3160.0,1896.0
3902,3600.0,
3903,12050.0,
3904,,13.0
3905,,50.0
3906,3600.0,3600.0
3907,4059.0,4059.0
3908,20000.0,
3909,3795.0,2657.0
3910,3000.0,
3911,4890.0,4890.0
3912,3800.0,
3913,6400.0,
3914,3447.0,3102.0
3915,2998.0,
3916,,85.0
3917,3238.0,
3918,3980.0,3980.0
3919,4150.0,
3920,,35.0
3921,,420.0
3922,7500.0,
3923,7795.0,
3924,3421.0,2395.0
3925,3350.0,3350.0
3926,3600.0,3600.0
3927,,365.0
3928,3400.0,2040.0
3929,3503.0,2802.0
3930,15995.0,
3931,3900.0,3900.0
3932,23500.0,
3933,3700.0,1665.0
3934,,735.0
3935,,2250.0
3936,5900.0,5900.0
3937,3200.0,
3938,,47.0
3939,3780.0,3780.0
3940,5100.0,5100.0
3941,5990.0,2396.0
3942,,154.0
3943,9800.0,
3944,2990.0,1495.0
3945,3970.0,
3946,3330.0,
3947,4500.0,4500.0
3948,,20.0
3949,4300.0,4300.0
3950,3937.0,3937.0
3951,4890.0,4890.0
3952,8495.0,8495.0
3953,65200.0,
3954,,63.0
3955,,865.0
3956,6998.0,6298.2
3957,,260.0
3958,,70.0
3959,,2.0
3960,3800.0,3800.0
3961,,890.0
3962,3065.0,2298.75
3963,,195.0
3964,,55.0
3965,,35.0
3966,3900.0,
3967,6300.0,
3968,,140.0
3969,3500.0,
3970,6280.0,6280.0
3971,,15.0
3972,6900.0,6900.0
3973,3600.0,
3974,,240.0
3975,4195.0,4195.0
3976,47950.0,
3977,4500.0,
3978,31950.0,
3979,3260.0,2445.0
